year,month,zipcode,median_value,total_listed
2016,07,85027,193050,93
2016,07,85028,375050,123
2016,07,85029,182050,111
2016,07,85031,145050,47
2016,07,85032,247250,251
2016,07,85033,150050,75
2016,07,85035,150403,69
2016,07,85037,169050,92
2016,07,85040,142500,44
2016,07,85041,213050,158
2016,07,85042,228651,146
2016,07,85043,179050,67
2016,07,85044,297050,174
2016,07,85045,382050,78
2016,07,85048,368e3,256
2016,07,85050,400050,191
2016,07,85051,160050,78
2016,07,85053,207500,99
2016,07,85054,359344,88
2016,07,85083,362e3,130
2016,07,85085,379950,184
2016,07,85086,352550,391
2016,07,85087,381233,92
2016,06,85003,445495,104
2016,06,85004,315050,66
2016,06,85006,270050,69
2016,06,85007,304800,63
2016,06,85008,232700,95
2016,06,85009,131525,55
2016,06,85012,584799.75,61
2016,06,85013,303550,141
2016,06,85014,264999.5,116
2016,06,85015,185050,99
2016,06,85016,382549.5,308
2016,06,85017,142424.75,38
2016,06,85018,649275,462
2016,06,85019,152450,37
2016,06,85020,291275,216
2016,06,85021,436250,142
2016,06,85022,300822.5,189
2016,06,85023,264275,107
2016,06,85024,299850,113
2016,06,85027,193300,93
2016,06,85028,380040,125
2016,06,85029,174900,123
2016,06,85031,139650,39
2016,06,85032,249725,264
2016,06,85033,145050,76
2016,06,85035,149106.5,69
2016,06,85037,166050,97
2016,06,85040,131500,38
2016,06,85041,201e3,174
2016,06,85042,228450,149
2016,06,85043,167250,76
2016,06,85044,292800,180
2016,06,85045,380775,85
2016,06,85048,369022,260
2016,06,85050,419750.75,200
2016,06,85051,159525,87
2016,06,85053,213775,81
2016,06,85054,352300,94
2016,06,85083,369250,134
2016,06,85085,379600,184
2016,06,85086,360050,388
2016,06,85087,395450,82
2016,05,85003,440050,113
2016,05,85004,319050,68
2016,05,85006,279050,60
2016,05,85007,34e4,60
2016,05,85008,239500,93
2016,05,85009,125050,45
2016,05,85012,575050,75
2016,05,85013,310050,145
2016,05,85014,267499.5,121
2016,05,85015,189800,109
2016,05,85016,394050,326
2016,05,85017,144799.5,34
2016,05,85018,674950,476
2016,05,85019,151049.5,32
2016,05,85020,311300,233
2016,05,85021,425050,145
2016,05,85022,305050,204
2016,05,85023,269950,103
2016,05,85024,290050,111
2016,05,85027,204500,93
2016,05,85028,379050,140
2016,05,85029,169950,126
2016,05,85031,138750,47
2016,05,85032,249950,275
2016,05,85033,144e3,87
2016,05,85035,148748,75
2016,05,85037,162050,95
2016,05,85040,126050,49
2016,05,85041,197020,169
2016,05,85042,225950,136
2016,05,85043,165050,75
2016,05,85044,295e3,177
2016,05,85045,377450,81
2016,05,85048,369995,299
2016,05,85050,419938,184
2016,05,85051,160050,81
2016,05,85053,214950,79
2016,05,85054,339664.5,110
2016,05,85083,384950,133
2016,05,85085,375e3,208
2016,05,85086,369950,386
2016,05,85087,400049.5,74
2016,04,85003,410049,99
2016,04,85004,319300,64
2016,04,85006,272550,57
2016,04,85007,339725,57
2016,04,85008,222500,95
2016,04,85009,126787.25,50
2016,04,85012,538050,77
2016,04,85013,297922,170
2016,04,85014,267400,118
2016,04,85015,179300,113
2016,04,85016,424750,338
2016,04,85017,144372.5,41
2016,04,85018,698550,457
2016,04,85019,153500,38
2016,04,85020,314375,222
2016,04,85021,422050,148
2016,04,85022,298162.5,204
2016,04,85023,264550,110
2016,04,85024,294950,121
2016,04,85027,196800,91
2016,04,85028,384925,139
2016,04,85029,174775,107
2016,04,85031,132425,53
2016,04,85032,245025,276
2016,04,85033,140050,75
2016,04,85035,148300,54
2016,04,85037,162350,97
2016,04,85040,125850,49
2016,04,85041,192540,160
2016,04,85042,226600,135
2016,04,85043,159e3,63
2016,04,85044,292500,165
2016,04,85045,371125,82
2016,04,85048,375525,286
2016,04,85050,369625,180
2016,04,85051,162550,87
2016,04,85053,205050,74
2016,04,85054,328725,112
2016,04,85083,374550,125
2016,04,85085,386329,218
2016,04,85086,374550,377
2016,04,85087,394475,73
2016,03,85003,398816,95
2016,03,85004,361225,53
2016,03,85006,263750,59
2016,03,85007,323300,56
2016,03,85008,219775,85
2016,03,85009,129999.5,43
2016,03,85012,501274.5,78
2016,03,85013,292550,171
2016,03,85014,250050,125
2016,03,85015,172549.25,112
2016,03,85016,399549.75,341
2016,03,85017,141024.75,52
2016,03,85018,679050,454
2016,03,85019,151225,41
2016,03,85020,296775,212
2016,03,85021,424950,145
2016,03,85022,294800,195
2016,03,85023,247747.5,124
2016,03,85024,284950,119
2016,03,85027,195050,80
2016,03,85028,379800,129
2016,03,85029,174650,112
2016,03,85031,14e4,42
2016,03,85032,239125,267
2016,03,85033,140375,78
2016,03,85035,148300,56
2016,03,85037,157950,95
2016,03,85040,125e3,49
2016,03,85041,193875,161
2016,03,85042,215750,119
2016,03,85043,155025,50
2016,03,85044,273750,163
2016,03,85045,375050,79
2016,03,85048,368800,285
2016,03,85050,348800,161
2016,03,85051,159950,101
2016,03,85053,188137.5,69
2016,03,85054,330424.5,104
2016,03,85083,357225,121
2016,03,85085,387550,206
2016,03,85086,361174.75,395
2016,03,85087,388142.25,68
2016,02,85003,399850,80
2016,02,85004,372225,55
2016,02,85006,234950,57
2016,02,85007,316425,56
2016,02,85008,200040,73
2016,02,85009,128050,45
2016,02,85012,450800,71
2016,02,85013,293e3,144
2016,02,85014,239050,119
2016,02,85015,172550,109
2016,02,85016,387450,308
2016,02,85017,144049.5,54
2016,02,85018,689300,413
2016,02,85019,145050,35
2016,02,85020,277e3,209
2016,02,85021,399450,144
2016,02,85022,294025,192
2016,02,85023,251350,102
2016,02,85024,289950,98
2016,02,85027,192550,74
2016,02,85028,359555.5,120
2016,02,85029,162775,124
2016,02,85031,140050,35
2016,02,85032,239725,246
2016,02,85033,141525,83
2016,02,85035,145050,64
2016,02,85037,156550,94
2016,02,85040,120675,51
2016,02,85041,190049,156
2016,02,85042,218457.75,127
2016,02,85043,159999.75,56
2016,02,85044,269750,164
2016,02,85045,376275,81
2016,02,85048,360050,277
2016,02,85050,344723.75,161
2016,02,85051,158550,95
2016,02,85053,185262.5,72
2016,02,85054,344995,94
2016,02,85083,349950,108
2016,02,85085,390050,198
2016,02,85086,360675,379
2016,02,85087,394146.75,59
2016,01,85003,387050,65
2016,01,85004,349950,50
2016,01,85006,213950,43
2016,01,85007,331950,45
2016,01,85008,199950,63
2016,01,85009,115e3,45
2016,01,85012,453050,53
2016,01,85013,279950,130
2016,01,85014,229950,116
2016,01,85015,170050,90
2016,01,85016,398550,283
2016,01,85017,140050,49
2016,01,85018,649050,325
2016,01,85019,140549.5,41
2016,01,85020,266250,178
2016,01,85021,334995,148
2016,01,85022,285050,173
2016,01,85023,244550,79
2016,01,85024,295050,88
2016,01,85027,19e4,82
2016,01,85028,349050,106
2016,01,85029,160050,106
2016,01,85031,139950,34
2016,01,85032,244300,211
2016,01,85033,134950,71
2016,01,85035,145050,68
2016,01,85037,159950,82
2016,01,85040,127550,43
2016,01,85041,189950,165
2016,01,85042,223550,117
2016,01,85043,154950,62
2016,01,85044,267300,140
2016,01,85045,379950,75
2016,01,85048,359950,230
2016,01,85050,333300,157
2016,01,85051,165e3,83
2016,01,85053,194970,75
2016,01,85054,351733.5,72
2016,01,85083,349500,89
2016,01,85085,395e3,173
2016,01,85086,354950,317
2016,01,85087,399999.5,53
2015,12,85003,379934,65
2015,12,85004,371225,46
2015,12,85006,211500,47
2015,12,85007,335050,45
2015,12,85008,194750,67
2015,12,85009,103550,53
2015,12,85012,489550,62
2015,12,85013,283437.5,139
2015,12,85014,240050,112
2015,12,85015,174050,94
2015,12,85016,415050,287
2015,12,85017,131025,53
2015,12,85018,668549.75,332
2015,12,85019,144050,39
2015,12,85020,267275,180
2015,12,85021,298047.5,152
2015,12,85022,291115.75,168
2015,12,85023,243525,84
2015,12,85024,279775,85
2015,12,85027,188350,85
2015,12,85028,344e3,114
2015,12,85029,155050,131
2015,12,85031,135050,41
2015,12,85032,229850,216
2015,12,85033,13e4,68
2015,12,85035,143414,66
2015,12,85037,159950,84
2015,12,85040,132525,46
2015,12,85041,185650,182
2015,12,85042,233025,114
2015,12,85043,160499.75,65
2015,12,85044,269950,144
2015,12,85045,394500,80
2015,12,85048,355050,224
2015,12,85050,329725,159
2015,12,85051,159975,87
2015,12,85053,199950,83
2015,12,85054,377300,78
2015,12,85083,344750,95
2015,12,85085,397557.5,174
2015,12,85086,347e3,320
2015,12,85087,374775,54
2015,11,85003,379050,69
2015,11,85004,369950,53
2015,11,85006,230050,53
2015,11,85007,322500,57
2015,11,85008,197500,62
2015,11,85009,105050,49
2015,11,85012,499950,68
2015,11,85013,284850,144
2015,11,85014,257050,108
2015,11,85015,179950,98
2015,11,85016,369500,302
2015,11,85017,118450,60
2015,11,85018,667050,353
2015,11,85019,139950,42
2015,11,85020,26e4,192
2015,11,85021,285050,150
2015,11,85022,279050,189
2015,11,85023,227950,97
2015,11,85024,269050,105
2015,11,85027,189950,91
2015,11,85028,349e3,129
2015,11,85029,165050,118
2015,11,85031,134050,40
2015,11,85032,234950,219
2015,11,85033,13e4,68
2015,11,85035,139500,58
2015,11,85037,158050,92
2015,11,85040,145550,43
2015,11,85041,185050,174
2015,11,85042,245050,132
2015,11,85043,161050,72
2015,11,85044,27e4,171
2015,11,85045,387500,84
2015,11,85048,359050,247
2015,11,85050,341500,161
2015,11,85051,156050,110
2015,11,85053,198950,81
2015,11,85054,382050,81
2015,11,85083,348050,109
2015,11,85085,394950,193
2015,11,85086,362e3,338
2015,11,85087,369950,60
